text,lemmas,ngrams,named_ents,sentiment
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,"['diluted', 'earning', 'share', 'decline']",['diluted_earning'],[],negative
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .","['operate', 'profit', 'group', 'rise', 'quarter']","['operate_profit', 'third_quarter']",['Kauppalehti/PERSON'],positive
"'' Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .","['uncommonly', 'weak', 'snow', 'condition', 'nearly', 'market', 'affect', 'quarter', 'result', 'say']","['weak_snow', 'weak_snow_condition', 'first_quarter', 'first_quarter_result']",['Roger_Talermo/PERSON'],negative
The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,"['term', 'aforementioned', 'funding', 'considerably', 'current', 'level', 'market', 'maturity', 'range', 'year']",['aforementioned_funding'],[],negative
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .","['group', 'operating', 'loss', 'profit']",[],[],negative
"As a result , the company has decided it will implement fixed-term temporary lay-offs .","['result', 'company', 'decide', 'implement', 'fix', 'term', 'temporary', 'lay', 'off']",['temporary_lay'],[],negative
The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .,"['company', 'decide', 'end', 'temporarily', 'shut', 'ammonia', 'plant', 'extend', 'maintenance', 'period', 'facility']",[],"['Billingham/GPE', 'Ince/GPE']",negative
"Dubai Nokia has announced the launch of '' Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .","['announce', 'launch', 'come', 'ground', 'break', 'service', 'introduce', 'new', 'way', 'people', 'enjoy', 'music']","['break_service', 'new_way', 'enjoy_music']","[""''_come_with_Music_''/WORK_OF_ART""]",positive
It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,"['combine', 'renew', 'content', 'functionality', 'current', 'system', 'funding', 'online', 'service', 'maintenance']","['current_system', 'online_service']",[],positive
'' Those uncertainties cloud the long-term outlook . '',"['uncertainty', 'cloud', 'long', 'term', 'outlook']",[],[],negative
The rebuilds are designed to improve the machines ' performance and product quality .,"['rebuild', 'design', 'improve', 'machine', 'performance', 'product', 'quality']",[],[],positive
"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .","['paper', 'plant', 'revenue', 'eur286', 'm', 'half', 'operating', 'loss', 'eur12', 'm', 'say']","['have_revenue', 'first_half']","['Finland/GPE', 'US/GPE', 'Germany/GPE']",negative
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,"['pretax', 'profit', 'rise', 'corresponding', 'period']","['pretax_profit', 'corresponding_period']",[],positive
Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,"['finnish', 'plumbing', 'heating', 'system', 'supplier', 'temporarily', 'lay', 'workforce', 'week']","['finnish_plumbing', 'whole_workforce']","['Uponor/GPE', 'Finland/GPE']",negative
The operating margin of Aker Yards Cruise Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,"['operate', 'margin', 'division', 'go', 'quarter']","['operate_margin', 'first_quarter']",['Aker_Yards_Cruise_Ferries/PRODUCT'],negative
18 January 2010 Finnish IT consultancy Trainers ' House Oyj HEL TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,"['finnish', 'consultancy', 'say', 'resolve', 'issue', 'eur5', 'm', 'hybrid', 'bond', 'domestic', 'investor', 'bid', 'strengthen', 'capital', 'structure']","['hybrid_bond', 'domestic_investor']",[],positive
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,"['net', 'sale', 'fall', 'quarter']","['net_sale', 'third_quarter']",[],negative
Unit costs for flight operations fell by 6.4 percent .,"['unit', 'cost', 'flight', 'operation', 'fall', 'percent']",[],[],positive
The costs of the new ropax vessels are 30 % lower than those of the present ones .,"['cost', 'new', 'ropax', 'vessel', 'low', 'present', 'one']","['new_ropax', 'new_ropax_vessel', 'present_one']",[],positive
SKF 6 April 2010 Alandsbanken has given a '' buy '' recommendation on Swedish industrial company SKF AB ( STO SKF B ) with a share price target of SEK150 .,"['give', 'buy', 'recommendation', 'swedish', 'industrial', 'company', 'share', 'price', 'target']",['industrial_company'],['Alandsbanken/PERSON'],positive
Applying for summer work is seen as laborious and stressful .,"['apply', 'summer', 'work', 'see', 'laborious', 'stressful']",[],[],negative
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target to SEK 135 from SEK 150 .,"['target', 'cut', 'target']",[],"[""Stora_Enso_'s/PERSON""]",negative
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,"['finnish', 'developer', 'manufacturer', 'mobile', 'phone', 'charger', 'lower', 'year', 'net', 'sale', 'estimate']","['finnish_developer', 'mobile_phone', 'mobile_phone_charger', 'net_sale', 'net_sale_estimate']",['OMX_Helsinki/PRODUCT'],negative
"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .","['accord', 'finnish', 'analyst', 'forecast', 'high']",['finnish_analyst'],[],negative
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .","['half', 'm', 'fall', 'short', 'post', 'period']","['first_half', 'same_period']",[],negative
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ' Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .","['head', 'say', 'extremely', 'pleased', 'provide', 'global', 'custody', 'service']","['global_custody', 'global_custody_service']",['Dirk_Jones/PERSON'],positive
The Group also has a strong global position in other fishing categories .,"['strong', 'global', 'position', 'fishing', 'category']","['global_position', 'other_fishing', 'other_fishing_category']",[],positive
The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,"['target', 'net', 'sale', 'set', '1bn', 'target', 'return', 'investment']",['net_sale'],[],positive
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,"['finnish', 'airline', 'start', 'temporary', 'layoff', 'cabin', 'crew']","['finnish_airline', 'temporary_layoff']",[],negative
"Profit per share was EUR 1.03 , up from EUR 0.87 .","['profit', 'share']",[],[],positive
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .","['meet', 'party', 'say', 'far', 'apart', 'view', 'propose', 'mediation']",['propose_mediation'],['Juhani_Salonius/PERSON'],negative
Earnings per share were at loss of EUR0 .24 .,"['earning', 'share', 'loss']",[],[],negative
"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .","['base', 'strong', 'customer', 'interest', 'feedback', 'rpm', 'mobile', 'phone', 'manufacturer', 'operator', 'enterprise', 'developer', 'forum', 'significantly', 'increase', 'product', 'service', 'quality', 'user', 'experience', 'cost', 'efficiency', 'continue']","['strong_customer', 'strong_customer_interest', 'use_rpm', 'mobile_phone', 'mobile_phone_manufacturer']",[],positive
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .","['subsidiary', 'plan', 'double', 'revenue']",[],[],positive
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .","['profit', 'taxis']",[],[],negative
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .","['cargo', 'traffic', 'fall', 'year', 'year', 'tonne']",[],[],negative
"The staff reduction will start immediately , Glaston added .","['staff', 'reduction', 'start', 'immediately', 'add']",[],['Glaston/PERSON'],negative
"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of 0.4 % .","['compare', 'index', 'rise', 'point', 'day', 'relative', 'price', 'change']","['relative_price', 'relative_price_change']",[],negative
Subscription sales decreased slightly .,"['subscription', 'sale', 'decrease', 'slightly']",[],[],negative
FINANCING OF ASPOCOMP 'S GROWTH Aspocomp is aggressively pursuing its growth strategy by increasingly focusing on technologically more demanding HDI printed circuit boards PCBs .,"['financing', 'growth', 'aggressively', 'pursue', 'growth', 'strategy', 'increasingly', 'focus', 'technologically', 'demanding', 'print', 'circuit', 'board', 'pcb']","['print_circuit', 'print_circuit_board', 'print_circuit_board_pcb']",[],positive
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .","['plan', 'facility', 'estimate', 'cost', 'large', 'biodiesel', 'plant', 'world', 'use', 'palm', 'oil', 'certify']","['plan_facility', 'large_biodiesel', 'large_biodiesel_plant', 'use_palm', 'use_palm_oil']",[],positive
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .","['net', 'sale', 'second', 'quarterende', 'percent', 'increase', 'compare', 'thesecond', 'quarter', 'year']","['net_sale', 'last_year']",['U.S./GPE'],positive
Nordea sees a return to positive growth for the Baltic countries in 2011 .,"['nordea', 'see', 'return', 'positive', 'growth', 'baltic', 'country']","['positive_growth', 'baltic_country']",[],positive
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .","['accord', 'value', 'company', 'order', 'go', 'bn', 'month']",[],[],positive
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to ( x20ac ) 47 million ( $ 61US million ) , from ( x20ac ) 40.8 million a year earlier .","['base', 'company', 'own', 'brand', 'say', 'net', 'profit', 'rise', 'percent', 'month', 'year', 'early']","['base_company', 'net_profit']",[],positive
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .","['fourth', 'quarter', 'net', 'profit', 'go', 'year', 'year', 'm']","['fourth_quarter', 'net_profit']",[],positive
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .","['finnish', 'electronics', 'contract', 'manufacturer', 'report', 'net', 'sale', 'second', 'quarter', 'year', 'early']","['finnish_electronics', 'finnish_electronics_contract', 'finnish_electronics_contract_manufacturer', 'net_sale', 'second_quarter']",[],negative
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,"['dismiss', 'charge', 'court', 'instance']",[],[],positive
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,"['operate', 'profit', 'decrease', '16mn']",['operate_profit'],[],negative
Finnish Bank of +_land +_landsbanken has issued a profit warning .,"['+', 'land', '+', 'landsbanken', 'issue', 'profit', 'warning']","['+__', '+___landsbanken']",[],negative
The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,"['business', 'balance', 'broad', 'portfolio', 'sport', 'presence', 'major', 'market']","['broad_portfolio', 'major_market']",[],positive
"Section Regional News The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .","['demand', 'asian', 'traffic', 'measure', 'passenger', 'kilometer', 'compare', 'year']","['asian_traffic', 'last_year']",[],positive
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","['company', 'order', 'book', 'stand', 'bln', 'euro', 'bln', 'pct', 'year', 'international', 'order', 'amount', 'mln', 'euro', 'mln']",['international_order'],[],positive
